company_name,review_date,review_title,review_body_text,overall_review_rating,job_title,location,employee_flag,rating_work_life_balance,rating_compensation_benefits,rating_job_security_advancement,rating_management,rating_culture_values,pros_text,cons_text,page_number,start_offset,source_url
maybank,16 February 2024,Not a productive environment to work with,To much target to be achieved and ridiculous sales KPI. Work environment is okay but still you had to blend in well. Salary is high for fresh graduate but with high salary comes with high risk as well,3,Personal financial advisor,Damansara,former,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=20
Public-Bank-Berhad,14 February 2024,Long working hours,"Expect long working hours. That being said, you get to learn a great deal about mortgages, banking and lending. Structured training is provided as well.",4,Credit Analyst,Johor,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=40
Cimb-Group,13 February 2024,Work pace is slow at my team,"Was placed in a consumer banking team, which I find quite it quite chilling when I was looking for a more intense role. However, boss was very kind and always help to guide me",3,Intern,Kuala lumpur,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=40
maybank,13 February 2024,Productive and work fun place,What is the best part of working at the company? Salary and the benefits. Experience What is the most stressful part about working at the company? Target given by company higher What is the work environment and culture like at the company? The place and also the customers What is a typical day like for you at the company? On the Friday..good mood always,5,Consumer Sales Executive,Sitiawan,former,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=20
bank islam,8 February 2024,Malay based,"OK, but not much career growth. Not much diversity as well. But workers are very nice and friendly, sometimes got trips such as hiking to Mount Kinabalu",4,Finance,Jalan Perak,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
Public-Bank-Berhad,8 February 2024,"Great salary, bonus and increment","Im involved in HP. First of all, the position is quite hardcore. You are expected to go beyond ur KPI. The workload is quite heavy, but by time ull get used to it. The great thing about the position, is the pay, bonuses and increment. Overall its a great place to learn. But be ready to work long hours, as it is the norm here.",5,Credit analyst,Negeri Sembilan,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=40
maybank,6 February 2024,Workload didn’t worth the salary. Old working system.,"2k salary for protege. OT can be claimed but depends on line manager. No benefits, 8 months contract with total of 16 annual leave. Old working system, old office.",3,Protege,Ipoh,former,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=20
Public-Bank-Berhad,6 February 2024,Not a good place unless you're willing to do anything for money,"'-No guidance given to newbies -No OT payment but expected to OT every single day -Toxic work environment, you just sit down for 9 hours and stay glued at your screen, and everybody hates it if you take a quick break to the toilet, or suggest any new approaches -Please digitalize the processes in credit as the bank is outdated in this expect, please look at other competitors.",2,Management Trainee (credit),Selangor,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=40
United Overseas Bank,3 February 2024,Fast paced but try to connect with competent seniors/colleagues,"1. You need to have communication skills including negotiation, patience, and listening skills to assist the customers with their inquiries outstandingly. Customers are generally normal and sane. Regardless they might rant because they are having difficulties. Just assist, advise, and resolve. 2. Systems are numerous. Getting used to its interface. Your daily tasks may help you to improve how to utilize them. Also, please give ample time to catch up and get used to the systems even though OIC might not assist you many times. Some OICs did good things when they willingly shared notes about raising the service request. You just need to refer. 3. The 1-month training class might not be enough, the notes you can't gather from outside of class. So for those who want to revise, please jot down clearly inside your notebook. Once you hit the floor, you only can refer to their Infohub system or your simplified notes. You try to focus on the necessary topic first. Ask your trainer the most common inquiries about EACH topic. Because trust me, you can't remember 100% from class to call floor later on. 3. OICs might be helping you but they will expect you to work independently, and catch up so fast. Sometimes, they might get irritated when you ask twice because they think they already explained thousands of times. Perhaps the same questions also come from your colleagues. So for those who are not familiar with banking terms/products, if your background is not related to banking/financials, you have to learn yourself. This one is supposed to be okay, but if you need them and they don't entertain willingly, definitely that will let you down. 4. Systems are fine except I only encounter difficulties with R*W**, it needs to be redesigned to a friendlier interface at least for those agents. I think it's too chaotic and tedious. Just need to make it readable so that easier to answer the enquiries instead of arranging a callback because you usually need more time to extract the info. 5. No work-life balance, kindly expect this as you need to perform follow-ups. But, as recommended by OICs/seniors, try to multitask by submitting the SR while talking with customers. Either listen to rants and do your job, or just put them on hold to submit the SR, both have been practiced there. You can choose to claim OT as well at the end of the shift to submit the SR but extra works that you have to get validation from your OICs or TM. Despite this being normal, they needed to check first. 6. I realized that OICs might have different understandings. So well equipped yourself with knowledge, and practiced to rely on many OICs/TMs for the same inquiries. You will notice to get different answers. 7. The job is fun, especially for those who like to talk to people and assist them. I wanted to stay but I felt disappointed for a couple of reasons, which made me resign. But rest assured, if you have REALLY good support and fun colleagues, you actually can survive.",3,Customer Service Officer,Kuala Lumpur,former,3,4,3,3,2,Benefits/Salary for fresh graduates/ OT claims,Support,2,20,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=20
RHB Bank Berhad,2 February 2024,Best,Nice workplace. No life balance. Can get more incentive of you work hard. If you lucky then u can get a nice TL to work with. He/she will guide you from zero to something,3,Telemarketing executive,Taman Tun Abdul Razak,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
RHB Bank Berhad,28 January 2024,Great for beginners,Best to work with colleagues. The environment is depends on your team leader and colleagues. KPI hard to achieve but once achieved the feeling cannot be described. No OT given but they ask you to do OT. Stayback almost everyday. Not suitable for family person.,3,Collection Executive,Petaling Jaya,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
Public-Bank-Berhad,25 January 2024,Old structure of company,Stress working environment High work load Need to work over time to finish the work but no pay OT Colleagues is helpful and friendly Low opportunity for career growth,4,Credit Analyst,Malaysia,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=40
RHB Bank Berhad,25 January 2024,Ok,"Ok ok , not so good for sales target, always pressure about target from upper management ,for trying is ok but for long term is not suitable because based on target",3,Asm,Penang,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
Cimb-Group,23 January 2024,Fun work environment but challenging,"Opportunity to learn a lot however i was hired as a outsourcing staff. My teammate are amazing, but the manager I am under eventually started micromanaging.",4,Management Trainee,Malaysia,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=40
Public-Bank-Berhad,23 January 2024,Good for beginner,Colleague are nice. But too much paperwork and need to work until 8pm everyday due to culture. Culture depend on managers. They have too much power and no one can question them.,3,senior executive,Perak,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=40
Public-Bank-Berhad,22 January 2024,High pay with great benefits but expect to work a lot,No work-life balance. Year-end bonus is very generous. 24 days of annual leave. Good place to start for fresh graduates but long working hours. Office is old.,3,Management Trainee,Maluri,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
United Overseas Bank,21 January 2024,Unclear commission,"Low salary good colleagues manager is not professional and experienced, need to find the solution and solve the problem by yourself. Unclear commission calculate",3,Mortgage specialists,Kuala Lumpur,current,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=20
Public-Bank-Berhad,17 January 2024,No OT Overall not bad,"Maybe it's just this branch do not have much OT, normally we back at 6pm. Annual leave 24 days. Colleagues are friendly, have to service with a lot of walk in customers, normally you can only start your works after 4pm",4,Management Trainee,Selangor,former,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
Bank-Rakyat,16 January 2024,Productive and very friendly colleagues,"Working at Bank Rakyat as a contract executive for two years was a valuable and enriching experience. Despite the occasional stress, the knowledge gained in the field of financing was immense. The supportive and friendly nature of my colleagues significantly contributed to making the overall work environment positive. One notable aspect of the job was the yearly bonuses, which were exceptionally good. This not only served as a motivating factor but also reflected the organization's commitment to recognizing and rewarding the hard work of its employees. The acceptable overtime policy allowed for a healthy work-life balance, and the collaborative atmosphere within the bank made the workload more manageable. One of the highlights of my time at Bank Rakyat was the willingness of my colleagues to share their knowledge and expertise. The culture encouraged learning from one another, fostering a sense of teamwork and camaraderie. This collaborative approach helped me to navigate the complexities of the job more effectively and ensured a smoother integration into the organizational dynamics. Overall, my experience at Bank Rakyat was not only professionally rewarding but also personally fulfilling. The combination of a supportive work environment, generous bonuses, and the opportunity to learn from experienced colleagues made it a positive chapter in my career.",5,Executive Documentation,Shah Alam,former,4,5,4,4,4,Highly paid bonus and overtime,The system used by everyone is new and nowhere near perfect.,1,0,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews
RHB Bank Berhad,16 January 2024,Productive and task was manageable,Busy but manageable. The environment is good. All the team was very helpful. Good place to work. However they just simply terminated all the contract staff without notice,4,Senior Network Engineer,Bangi,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
United Overseas Bank,16 January 2024,"Good compensation, bad operating system","Good compensation in term of flexi care which you can claim for flight, sport items, hobby class ++. Fun to mix around with other departments as everyone is in an open office. But, - paperwork overload - learned nothing - less guidance - No standard guidelines can follow (not sure whether is the manager itself problem). - Slow operating system. - When come to salary/OT/claim/commission, leader always try to deceive(always need to further find out with HR).",3,"Senior Officer, Mortgage Specialist",Kuala Lumpur,current,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=20
United Overseas Bank,14 January 2024,good experience,good experience and trained to become good customer services. They trained you to become professional in handling customer Good experience in banking system Friends are very friendly Making new friends and helpful friends,5,customer service,Kuala Lumpur,former,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=20
United Overseas Bank,14 January 2024,Productive and good for self advancement,"UOB Customer Service Representative is a career that will help you prepare yourself with skills such as time management skills, multitasking, productivity management and you grow and stretch to go above and beyond to put a smile on customer’s face.",5,Customer service officer,Intermark,current,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=20
bank islam,10 January 2024,good environment,good environment. Has been 1 year there. The environment is good but the basic is too low. The commission given is quite higher than another bank. Overall is okay,5,sales executive,Klang,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
RHB Bank Berhad,9 January 2024,valued experience,place to gain experience and improving skills competitive career enhancement strict on compliance and penalty on the lapses job done good platform for your better career opportunities with other employer,5,executive,kuala lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
Public-Bank-Berhad,8 January 2024,High Salary,"Good place to start for fresh graduates, offers a high starting salary but very long working hours. Going back at 10 pm is normal, 7 pm is the earliest time to go home, weekend sometimes need to work also, work-life balance? Don't even think about it. but offer a high salary, 24 AL, medical coverage, and a bonus.",3,Senior Executive,Kuala Terengganu,former,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
United Overseas Bank,7 January 2024,Amazing experience,Learned a lot of skills. Very helpful managers that guides me in any way possible. Made many amazing friends . Pretty straightforward .,4,Customer service,Kuala Lumpur,former,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=20
Public-Bank-Berhad,27 December 2023,Competitive enviromemt,Good for fresh grad but very stressful long working hours but good benefit and high salary if you are looking for a challange this is a good place to start,5,Marketing executive,Kota Damansara,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
United Overseas Bank,27 December 2023,Good benefits,Entitled to COVID-19 test claim High internship allowance compared to other companies Superior & colleagues willing to teach & help intern Flexible working hour,5,Intern,kuala lumpur,former,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=20
Public-Bank-Berhad,26 December 2023,"Good Benefits, abysmal office","The benefits is one of the best in the industry. Staff Housing Loan, 24 days AL, Year end Bonus & Exgratia Bonus. The office is old. and not good. Have to chip in money for a Brand new water filter. :')",3,Analyst Programmer,Bangi,former,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
maybank,19 December 2023,Fast paced but traditional,"Internal process are still in traditional methodology but ironically they require you to work in a fast pace manner. If you were to come from an MNC company to here, you would experience culture shock on how outdated/old-school it feels in Maybank Head Office.",4,Protege,Kuala Lumpur,former,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=20
United Overseas Bank,16 December 2023,Multitask,"You need to be good in multitasking because everything is going to be fast, you should learn to look for the solution by yourself in order for you to learn it.",5,customer service officer,malaysia,current,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=20
Bank-Rakyat,14 December 2023,Fun workplace and colleagues,A lot of bonus even for low ranked staff. The bonus will be pro rated for the first year. Supportive colleagues. The system is a little bit old. Office politics are normal.,4,Executive,Kuala Lumpur,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews
Public-Bank-Berhad,12 December 2023,Boring workplace,Chinaman company with conservative mindset. But the annual increment and bonus is good. Just the management side need to improve. The longer u work the highest bonus will get,4,senior compliance executive,Kuala Lumpur,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
Public-Bank-Berhad,10 December 2023,Challenge but good for fresh graduate,"Pros -Able to learn a lot of new things -Friendly staff -Lot of training provided -Good Management and culture Cons -Challenge for hit target, long working hrs.",4,Marketing,Kota Kinabalu,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
maybank,4 December 2023,Good learning opportunity,"Maybank Investment Bank offers excellent learning, supportive seniors, and ample growth opportunities—an enriching environment to thrive in. Would recommend for graduates",5,Analyst,Kuala Lumpur,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
RHB Bank Berhad,3 December 2023,Fun workplace but u need to achieve you target first.,"very politic working environment. good manager will get good working environment. but selfish manager u will get bad working environment. RHB Management is very good except the manager. be careful with the soft spoken people ya. Good commission when u hit the target. but if u're not achieve your minimum target and the minimum percentage, your commission will be burn.",2,SALES CONSULTANT AND ADMINISTRATION,Perai,former,2,3,2,2,2,flexible time management,"free medical, good commission.",3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
Cimb-Group,2 December 2023,Training and workshops,What is the best part of working at the company? The best experience work under cimb bank What is the most stressful part about working at the company? When system breakdown.. customer complaints What is the work environment and culture like at the company? Working hours Environment Facilities What is a typical day like for you at the company? On Weekends a lot of customer and want the day of salary,5,Personal Financial Advisor,Tampoi,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=40
maybank,30 November 2023,Fun and interesting,Joined as a student ambassador and got to involve into the GenM Summit. Fun activity though. Maybank academy was quie a nice place and surprised they had buffet there.,5,Student Ambassador,Kuala Lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
RHB Bank Berhad,30 November 2023,Underpaid,"Most underpaid staff in malaysia’s banking sector. If ure looking for a high salary, RHB is not the right place to work. People with spm got more salary than those who had degree because of the union. Even clerk got more salary than exec. Totally unfair.",3,Executive,Kuala Lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
RHB Bank Berhad,28 November 2023,Average,Cons -Average benefit -Low salary -Micromanagement -High turnover -office politics Pros -hybrid working -supportive colleagues -near public transport -good place for newjoiners,3,Executive,Kuala Lumpur,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
Public-Bank-Berhad,27 November 2023,Fun environment,"Fun and enjoy environment , great to explore more finance product , can increase knowledge …… Just increament for sales staff are base on personal performance",4,Sales,Selangor,former,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
RHB Bank Berhad,22 November 2023,Environment,Environment is okay but no work life balance. Have toxic people and have a good friends. OT claim on PH and weekend. Everyday must STAYBACK and must come to office last 2 weeks saturday,3,Collection,Petaling Jaya,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
United Overseas Bank,22 November 2023,They don’t care about your skills,"They don’t really cater the roles to your skillset, and see you as contract staff despite calling the programme graduate trainee. Waste of time coming here. They don’t value talents at all.",2,FSTEP trainee,Kuala Lumpur,former,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=20
Cimb-Group,21 November 2023,Flexibile working environment,"Im an intern (3 months) i could give an overall of 3 stars. Enhance the communication skills where most of the colleagues in my team are much older in the range of 40-50. The working enviroment and working hours are much flexible where only need to onsite at least 2days and wfh the other day. Allowance rm1.5k exclude the epf deduction (i wondered is this necessary). Can go buy food or snacks anytime. I think that so much for the pros. Things that really make me feel boring and not enjoying my internship is because i have been assigned to the department/division that is not even 50% related to what i studied and what really sad is they lied on the jobscope (where i accept the offer due to the jobscope provided). Overall, i could say this internship with cimb somehow dont give me any experience that is tightly related to my area of study. I really losing hope. It just a waste of the skills i gain from i studied. Theres no proper training and new exposure in my field of study.",3,Internship,Malaysia,former,5,5,5,3,4,communication skill,not much to learn,3,40,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=40
Public-Bank-Berhad,21 November 2023,It was OK?,"working there was a good experience overall, but it is important to first make sure you research the branch that you are assign to so that you can get a general idea of what kind of demographic you will sell the product to.",4,Bancaassurance,Klang,former,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
RHB Bank Berhad,16 November 2023,Good colleagues/ environment/ poor mgt,mostly working with young people in my department - fun. works are ok but no work life balance when chasing SLA. not enough head counts and workloads. mgt dont care enough abt you after you told them your concerns many times. workflow changes at times,3,team member,Kuala Lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
maybank,15 November 2023,Protege sometimes neglected,"It was a decent experienced depending on your department and manager, unfortunately there was no proper training for protege and often being negleted. Theres also a power trip going on between older and younger fresh grad staff. Good for expanding connections and networking.",3,Protege,Kuala Lumpur,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
Public-Bank-Berhad,13 November 2023,Fun workplace,Good to gain experience for new fresh graduate. Enjoy workplace with friendly colleague and good boss. Be able to increase skill in self independent too,5,Senior Sales & Marketing Executive,Kuala Lumpur,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
Public-Bank-Berhad,11 November 2023,Productive and fun working space,"Colleagues are very friendly and willing to help. But is quite stressful to hit KPI every month, branch manager will give pressure when all meeting weekly",5,Senior Financial Executives,Desa Cemerlang,former,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
maybank,8 November 2023,Good,"Maybank provides a supportive team environment and strong professional growth opportunities. Work-life balance can be challenging, but competitive benefits and a focus on employee well-being compensate.",3,Analyst,Kuala Lumpur,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
United Overseas Bank,7 November 2023,Good Starting salary,One of the good place to start as a fresh grad. need to have good communication skills. good starting salary. Good company culture. Friendly team and nice colleague,3,Customer Service,Kuala Lumpur,former,3,3,3,3,3,,,2,20,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=20
maybank,4 November 2023,Productive and fun workplace,"Title: Maybank - A Superb Workplace My experience at Maybank has been truly outstanding, and here's why it stands out as an exceptional workplace: 1. **Inclusive Culture**: Maybank fosters diversity and inclusion, creating a strong sense of belonging among employees. 2. **Supportive Management**: Maybank's leadership is approachable and values employee feedback. 3. **Work-Life Balance**: The company promotes work-life balance, offering flexibility and wellness support. 4. **Growth Opportunities**: Maybank invests in professional development and career advancement. 5. **Competitive Benefits**: They offer competitive compensation and a comprehensive benefits package. 6. **Innovation**: Maybank embraces innovation and technology, keeping the work dynamic. 7. **Community Engagement**: Maybank encourages community involvement, giving employees a sense of purpose. 8. **Collaborative Environment**: Teamwork is a priority, creating a positive and productive atmosphere. 9. **Modern Facilities**: The workplace is comfortable, modern, and well-equipped. 10. **Job Security**: Maybank provides stability and financial security. In summary, Maybank is a community of passionate individuals working together to achieve common goals. If you seek a workplace that values employees, promotes growth, and makes a positive impact, Maybank is the place to be.",5,Executive,Kuala Lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
Public-Bank-Berhad,2 November 2023,Graduates may try which is a place to train working in pressure environment,What is the best part of working at the company? heavy workload and without work life balance What is the most stressful part about working at the company? No solutions when facing problems,1,Hire Purchase Analyst,Johor,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
Public-Bank-Berhad,2 November 2023,Credit analyst,Maybe is good to work for do not have any directions to run yourself，of course not suitable for all depends how many stressful you can handle it on you,3,Credit analyst,Ipoh,former,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
RHB Bank Berhad,1 November 2023,Good,"Overall good. good salary, good teamwork. fresh graduate can join to get experience. selling personal loan, credit cards, asb and many more depend on your branch",5,seller,miri,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
maybank,30 October 2023,Good place to start a career,"Cons - 24/7 standby - Take leave also need to be online - No work life balance Pros - A lot of benefits (claim, medical, bonus, salary) - Knowledgeable staff in their area - A lot if leave (hard to utilize)",3,IT Supports,Kuala Lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
Public-Bank-Berhad,29 October 2023,Toxic People and Unfair Treatment,Good salary and increment but you need to face toxic people. Staff benefits seems is good but actually nope. I think clerical is benefits most in the company compare with the officer.,3,Assistant Manager,Kuala Lumpur,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
maybank,28 October 2023,Productive,"Best workplace, supportive seniors, fun environment, lot of learning, good colleagues, high salary, best place to work, best place to retire, easy access",5,Service,Kuala Lumpur,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
Cimb-Group,25 October 2023,Caring Organisation,"I work for almost 15 years before early retirement. Good Culture, good environment and supportive management. The con is being once scolded by Taxi Driver who send me to HQ -KL just because it links to previous PM who being charged for corruption.",5,Wealth Management,East Malaysia,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=40
Public-Bank-Berhad,24 October 2023,Good benefits,"Overall great place to work. Good increment, good benefits, good bonus. Promotion after 3-4 years. Health benefit also ok. Sometimes boss have favouritism.",5,Analyst,Kuala Lumpur,current,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
RHB Bank Berhad,24 October 2023,High volume of workload,Good colleague but very challenging for staff without experience. No proper on job training before start working. Need to take care of sales and disbursements. Can't full focus on sales hunting.,3,Business development manager,Johor Bahru,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=40
maybank,20 October 2023,Benefits are great,"Maybank is a good company that provides good benefits . Friendly working environment. With the current development and system enhancement, we need to be agile.",5,Transaction Banking Sales,Kuala Lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
United Overseas Bank,18 October 2023,Fun workplace and flexibility,the vibes and surrouding are goods for those who are not that kind of oldschool generation. very flex and fun workplace as u can work from anyplace in the office building. would recommend for those who seeking to starting a career in banking,5,CONTRACT OFFICER,Kuala Lumpur,current,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=20
Public-Bank-Berhad,17 October 2023,Job security but with hard work,Good job security but need to able to handle the big work load. Bonuses are good with decent increment if company is profitable at the end of the year.,5,Senior Operations Officer,Kota Kinabalu,former,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
maybank,15 October 2023,good salary and working environment,"supervisor too busy, need to be self-independent, not much can learn since I was interning at the branch and all customer's information is confidential, staff all friendly, the lunch break is 1 hour super short",5,Internship Trainee,sarawak,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=40
United Overseas Bank,15 October 2023,No work life balance,"No ot pay even you come earlier and need to stayback. Bad pay. They even dont care to tell you about new bank policy. TL also useless, dont how to help to solve the problem, always ask you refer to your own note during training. Overall they are useless and dont even care about you, and will kerah you selagi boleh",3,Contact centre,Kuala Lumpur,former,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=20
Cimb-Group,14 October 2023,Good place to gain experience but no work life balance,"This is a good place for startup, to gain experience. To me its a fast pace environment where u need to learn to multitask. Staff benefit very good. But no Work life balance.",3,Bureau De Change Sales Executive,Kuala Lumpur,current,2,5,2,3,3,Medical benefit,Short break,3,40,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=40
Public-Bank-Berhad,11 October 2023,Good place to learn,Good salary increment and bonus Increase knowledge and peoples skills Manage time Heavy workloads and high targets OT almost every weekdays and work on weekends,4,Senior sales and marketing executives,Kedah,former,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
United Overseas Bank,9 October 2023,"High Expectation, minimal training",High expectation to deliver but minimal training to support expectation. High call volume but under staffed. Daily calls of unhappy customers calling to comlpain,3,Customer Service,Kuala Lumpur,former,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=40
United Overseas Bank,8 October 2023,Workplace Culture,"Not for everyone. Learn as much as you can and get out. Two types of employees. The progressive and the insecure. The insecure are immature, unprofessional, real bullies.",3,Manager,Kuala Lumpur,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=40
Cimb-Group,5 October 2023,Productive and fun Workplace,"Provide employees with flexible work arrangements, such as telecommuting and compressed workweeks. Offer employees paid time off for vacation, sick leave, and personal days. Provide employees with access to a gym, fitness classes, or other wellness programs. Create a break room or lounge area where employees can relax and socialize. Organize social events and team-building activities, such as happy hours, potlucks, and outings.",5,Computer Engineer,KL Sentral,current,0,0,0,0,0,,,3,40,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=40
Public-Bank-Berhad,5 October 2023,nice working environment,friendly and nice working environment. colleagues are helpful enough to assist and guide. direct and clear career path yet systems are bad and outdated,5,sales,Kuala Lumpur,former,0,0,0,0,0,,,4,60,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=60
