company_name,review_date,review_title,review_body_text,overall_review_rating,job_title,location,employee_flag,rating_work_life_balance,rating_compensation_benefits,rating_job_security_advancement,rating_management,rating_culture_values,pros_text,cons_text,page_number,start_offset,source_url
Public-Bank-Berhad,13 March 2019,Its happinest,Good salary and benefit Good environment Multi tasks A lots i can learn. Systematic 5 working days. 2 mths bonus maintain Good friends. Provide courses,4,BANK EXECUTIVE,Tampoi branch,former,3,2,2,1,2,,,9,160,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=160
Bank-Rakyat,8 March 2019,Happy workplace,Provide a good happy peaceful work place . All staff are always help each other and have a good communication with others. Provide foodcourt for staff.,5,TELLE - COLLECTOR,Kuala Lumpur,former,5,5,5,5,5,,,2,20,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews?start=20
RHB Bank Berhad,7 March 2019,used to be a great company,There is much focus and emphasis on making sure staff succeed in the company.Responsible for so much work.overtime not allowed but employer wanna job to be done,3,SALES EXECUTIVE,Kuala Lumpur,former,3,3,3,3,3,flexible,distance from home,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
Cimb-Group,3 March 2019,fun workplace,it has good management. the workplace is fun and comfortable. the hardest part of the job is when you can not communicate in right way with other people.,4,ADVISOR,Puchong,former,4,4,4,4,4,,,8,140,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=140
RHB Bank Berhad,1 March 2019,Good,Learning about contact centre environement. Understand the principle behind contact centre in banking industry. Overall working experience is good. Really enjoyed,5,Customer Service Executive,Kuala Lumpur,former,5,5,5,5,5,,,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
RHB Bank Berhad,27 February 2019,Cheerful workplace,"RHB Bank Berhad for me is a place giving me a lot of experience about how to handle customer. Position as a Sales Consultant taught me to improve my communication skills, give a good service before and after sales and how to attract customer. Its all about how you handle customer. Workplace culture is so enjoyable, all the staff very friendly and help each others. The hardest part of the job is when you are struggle to find customer and attract customer to trust you and product.",4,Sales Consultant ASB,"Ketereh, Kota Bharu Kelantan",former,3,4,4,3,4,,Stress,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
bank islam,25 February 2019,Friendly colleagues with a good environment.,"Colleagues made myself comfortable when they usually taught me when I did not know how to settle my works. Other than doing the financing process, I learned how to handle walk-in customers. For example, I need to know all the forms on the front liner. My job was to assist customers on how to fill in the forms in the right way.",5,SL1M Trainee/ Personal Financial Executive(PFE),Muar,former,5,3,5,5,5,Work life balance,Competitors,2,20,https://malaysia.indeed.com/cmp/Bank-Islam/reviews?start=20
RHB Bank Berhad,22 February 2019,Productive and up to date,"Working the the bank industry forcing as the banker to always up to date with the current nation economy. Despite the economy progression were slow at the time, everything was in good hand since it is monitor under the Bank Negara and Ministry of finance. Work routine, have to meet up with client especially with the company entities. Along the way I've learned the structure of the financial industry in general and depth. As for the management are well structure and organize, thus it also allow the worker to learn new thing. As for the most enjoyable part of the job is that I was able to build a networking with other.",4,Associate Business Development Manager (ABDM),Kuala Lumpur,former,3,5,4,4,4,There are classes to equipt ourselves with finance knowledge.,Rejection by the potential customer.,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
Cimb-Group,21 February 2019,Best place to work with,"*have learned about IT Security controls, IT Security Management standard. *Technically have explored more about Information Technology infrastructure. *Hard to full fill superior's expectations. * Very friendly and supportive colleagues.",4,IT Auditor - Assistant Manager,Kuala Lumpur,current,3,5,4,1,3,Job Scope & Career progress,Hard to full fill superiors expectations.,8,140,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=140
maybank,21 February 2019,good learning,Got to learn new technologies and learned to interact with clients.Made new friends from different diversities. Learned to be punctual as the bank needed me to be on time for work.,4,Consultant,kuala lumpur,former,0,0,0,0,0,,,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
bank islam,19 February 2019,"More sales, more reward","• work on sales and marketing basis to achieve monthly target set by management • must engage closely with customers as different financial background requires different financial needs • must adapt to competitive working culture as sales target must be met in order to earn commissions • commissions can go as high as you desire. The more sales you do, more commission you will get",3,Personal Financial Executive,Kuala Lumpur,former,3,3,2,2,2,,,3,40,https://malaysia.indeed.com/cmp/Bank-Islam/reviews?start=40
maybank,18 February 2019,Good environment,"Can work in team, and get to exchange idea and advice from superior. Helping each other no only focusing in the same department but other department also.",4,Telecollector,Kuala Lumpur,former,4,4,4,4,4,,,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
maybank,18 February 2019,"Productive,Good Benefits to Staff.",Excellent benefits for staff. We were equipped with knowledge and skills. Everything was very tactical and practical with Maybank. Staff’s benefits are one of the great thing in Maybank. There are a lots of benefits and good quality with Maybank.,5,Executive,Selangor,former,5,5,5,5,5,,,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
Public-Bank-Berhad,16 February 2019,Good for current management,Good for management trainee. lots to learn. sometimes long hour. ...multi task job. Stress but manageable. Monday to friday job.Job benefit is okay. have to quit cuz i am moving to another country,3,Senior Executive,Sabah,former,0,0,0,0,0,,,9,160,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=160
Cimb-Group,15 February 2019,Good environment,"It's more about to keep updating and communicate with a foreigner about updating their profile on the phone. other than that, have a good working environment.",5,Branch Networking - Customer Service,Kuala Lumpur,former,5,5,5,5,5,,,8,140,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=140
bank islam,13 February 2019,Work life balance,'- A good company that have the job security. - Company is giving good benefit either to contract or permanent staff - Normal working hour and Malaysia public holiday is entitle to all staff.,3,Personal Financial Executive,Selangor,former,3,1,2,3,2,,,3,40,https://malaysia.indeed.com/cmp/Bank-Islam/reviews?start=40
Cimb-Group,11 February 2019,Well establish bank with a good environment to learn,"Working 5 days a week. Learn about communication and negotiation skills, The management is very good. The workers are more likely from fresh graduates.",5,Credit Collection & Debt Recovery Officer,Kuala Lumpur,former,2,2,5,5,3,Medical claim,,8,140,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=140
RHB Bank Berhad,7 February 2019,Good place to work,"Good place to work and learn about financing, accounting and great place to develop your skills. The environment is good. They have a very good learning center that provided to new and current working to be better and more prepare",4,Business Development Manager,RHB PJ NEW TOWN,current,4,4,3,3,5,,,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
RHB Bank Berhad,2 February 2019,management in general,Good place to work. Typical bank industry environment. To complete volume and SLA at tight dateline. Need to work fast and at long hours. Able to learn new products.,3,senior executive,bangi selangor,current,3,3,3,3,3,,,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
bank islam,29 January 2019,Fast pace and fun working experience.,"1. Gained experience in cash handling and performing banking transaction upon customer's request. 2. We have queue management system to monitor our timing for both serving and waiting time of our customers. 3. Being in the industry, we have to be fully conscious of current issues and regulations.",4,SERVICE AMBASSADOR (TELLER),"Taman Melawati, Kuala Lumpur",former,4,4,3,4,4,Good healthcare benefits and high employer's EPF contribution.,Limited system access per job title.,3,40,https://malaysia.indeed.com/cmp/Bank-Islam/reviews?start=40
maybank,28 January 2019,Good benefits at Maybank,"I love working here as i have served Maybank for the past 6 years and also my first company that i joined straight after my graduation. My post now need me to sit down with my superior at least 2 hours, meeting and brainstorming on how to boost our company profit. My job scope now is Business Development Officer for Foreign Currency Notes. My job area is to review tenancy agreement for Forex Booth and help in generating income for Forex Booth and branches. My scope includes generating new business proposal, writing new business requirement, set up event and business generating new projection proposal.",5,Business Development Officer,Kuala Lumpur,current,2,5,5,1,1,unlimited medical coverage,limited medical coverage for spouse and limited coverage for dental,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
Cimb-Group,26 January 2019,Work as cimb staff very happy,Very strong bank Customer relationship high Good envirotment Easy transport Teamwork team Good culture Easy to find the food Manage time Good learder in working part,5,Officer,Kerinchi kuala lumpur,current,5,3,4,4,5,Suasana kerja yang menyenangkan,"Benefits low, jauh perjalanan ke tempat kerja",8,140,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=140
Cimb-Group,26 January 2019,"Productive, energetic and enjoyable work place.","Enjoyable in handling interaction with staffs, management and customers by making information accessible in enriching the banking solutions. Exposed to different level of people, deepening my knowledge and strengthening my rapport surrounding. Helped developed my leadership skills, self-confidence and a greater understanding of the complexities of the work.",4,Customer Service Manager,Kuala Lumpur,former,4,5,4,4,4,Get to know different level of people,at certain time have to work on week end and long hours,8,140,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=140
maybank,26 January 2019,Huge organisation,"Its a typical GLC company that comprises multi layer management level. Great place to learn and with its structured environment, one with agility may face obstacles.",5,TEAM MANAGER,Kuala Lumpur,former,5,4,4,4,4,,,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
maybank,22 January 2019,Great place to work for,"Being an intern there was special, guidance given, tasks clearly communicated, support provided, mistakes are pointed out professionally, constant learning and development",4,Intern,Kuala Lumpur,former,4,4,4,4,4,flexible on breaks and lunch,workload,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
maybank,19 January 2019,Very energetic working environment.,"Role as CEO to direct, lead and monitor whole company operation towards getting better performance in terms of sales and profitability. The best school to learn about the process of a big company. All experience with Maybank are useful with new chapter in my working life.",5,Present as Business Development Exact,Kuala Lumpur,former,5,5,5,5,5,Less time to family,Gain so much useful experience,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
Public-Bank-Berhad,19 January 2019,Financial Executive,"Manage branch sales and financial products. Presenting and educate staff on bank's current updated products launch. Engaged with SME, Business Banking and Corporate customer to build more business.",5,Senior Corporate Financial Executive ( Basic Pay,Kuala Lumpur,former,5,5,5,5,5,working hour is peak,Very good place to learn and experience.,10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
RHB Bank Berhad,19 January 2019,Enermous surau & great cafe,Enormous surau & great cafe. Variety of choices from mamak to malay to chinese to western. I love the environment there. A clinic is on ground floor only.,4,Customer Service Representative,Kuala Lumpur,former,3,4,4,4,4,,HQ located at Jalan Tun Razak. Bad traffic during peak hour.,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
Public-Bank-Berhad,18 January 2019,Sport Activities,"Organise a healthy sport activities to employees, such as dodgeball, badminton, ping pong, hiking, swimming and etc. Also, improve the relationship between employees with the help of sport",5,Senior Executive,George Town,current,0,0,0,0,0,,,10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
Cimb-Group,8 January 2019,Career Development,"able to enhance and opportunity available to enhance career, learn so many things especially related to business development, customer services towards consumer and many more",5,Marketing Executive,Petaling Jaaya,former,3,5,5,3,5,,,8,140,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=140
RHB Bank Berhad,8 January 2019,A fast paced working environment,"'-challenging, fast paced and great learning opportunity especially for fresh graduate -great platform to learn and get the experience -helpful employees",5,Human Resource Intern,Kuala Lumpur,former,5,5,5,5,5,,,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
United Overseas Bank,7 January 2019,Aim for the best attitude,"People working in UOB has this quitters never win attitude, which I find very positive. The management push to meet the target and dont forget to remind their employees everyday, One goal, to go up.",4,Customer Service Officer,malaysia,former,2,4,3,3,3,,,4,60,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=60
United Overseas Bank,7 January 2019,Productive environment,learn how to manage time and handling customers better meet new friendly colleagues good management many good benefits such as allowances and medical coverage,4,Customer Service Officer (Contract),Kuala Lumpur,former,3,4,4,3,4,,,4,60,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=60
RHB Bank Berhad,6 January 2019,Banking Company & feel like home at company,"Working in RHB its very cool and friendly colleagues. I learn in RHB, banking domain knowledge, especially Corporate banking sector. In technical learned some new concepts and documentations. Management is very cool. Workplace culture fun and helping. No hardest in this job, If I donno will search in google or ask my colleagues. In business part refer docs and technical part search in google. Daily enjoying at my workplace.",5,Senior Software Engineer,"Bangi, Kuala Lumpur , Malaysia",current,5,5,5,5,5,,,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
RHB Bank Berhad,4 January 2019,Good environment,Good environment and too many opportunity to carrier growth. A new culture been applied Easy to park your car or motocycle Near to KLCC Easy to do work as officemate very friendly,4,Team manager,Kuala Lumpur,current,4,4,4,4,4,Medical,,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
United Overseas Bank,30 December 2018,Great place to work,A great place to work. Staffs are friendly and approachable. Able to learn and develop within the organization. Recognition will come through if progress is shown to the management.,4,Assistant Vice President,Kuala Lumpur,former,4,4,4,4,4,Learning through Job,Require Late hours work,4,60,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=60
RHB Bank Berhad,28 December 2018,Very good place to gain knowledge and experience,"provide outstanding service to RHB Bank customers by answering questions, handling complaints, and troubleshooting problems with our products and services. we may handle a high volume of inbound or outbound calls or both and should seek to create a positive experience for each caller. we will listen to clients to understand the reason for their call, address all questions or complaints, and provide an accurate and efficient response.",4,Customer Service Executive,Kuala Lumpur,current,4,3,4,3,3,Unlimited medical insurance,Basic salary still lower than the other local bank,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
maybank,27 December 2018,Meet great people,Opportunities in meeting great people and great teams but culture aren't pleasant. Shows no mercy and look down on Junior staff. No teamwork promoted.,4,Personal Financial Advisor (Full Time),Kuching,former,4,4,3,4,3,Earn income in fast pace,Bad working culture,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
Cimb-Group,26 December 2018,Rather slow pace in the office,A Malaysian office with multi-racial staffs. Due to that we have many public holidays as productivity is kind of slow. Interaction between staff is rather low.,4,Stocks broker,"Selangor , Malaysia",former,3,3,2,2,2,Many public holidays,Not much of interaction,8,140,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=140
Cimb-Group,26 December 2018,Not suggested,"Once youve entered this Plaza Pantai building on level 15, say goodbye to your good life. As a banker and a telesales, over here you dont have any further knowledge about banking and finance. You can try to ask your manager and they will answer ""that is not necessary for you to know, you just need to deliver the number. Thats all"".. Is it fair? Well, that is what we've been facing. Racist? Hahaha goodluck on being good. Bias? Goodluck again. Suggested? Nahhh go for other bank. Sallary? Okay lah if you can do well.",2,Telesales Executive,Bangsar,former,2,3,2,1,4,Medical card,"Even if you take Annual Leave, that one will be questionable.",9,160,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=160
RHB Bank Berhad,26 December 2018,Great experience,"Nice working environment & good benefit. Can get a better career & experience in RHB. In sales line of course have a different challenge but in RHB i’ve create a sweet memory with achievements travelling, get voucher, ein a campaign and so on.",4,Personal Banker,Bandar Baru Nilai,former,3,3,4,3,4,Nil,Nil,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
United Overseas Bank,26 December 2018,Productive working place,Full guidance on job roles with training courses based on the banking products. Helpful supervising staffs for newly hired staffs. Remarkable supervising system for service quality control.,5,Customer Service Officer,Kuala Lumpur,former,3,4,4,3,4,Bonus,Parking spot,4,60,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=60
Cimb-Group,25 December 2018,The working environment was good.,It was fun to be part of cimb bank but i dont like the system management on them. Should minimise the system and organise it well. Do a lot of activity,5,Collector,Kuala Lumpur,former,5,5,5,3,5,Free lunch,Short breaks and little time to go for prayer,9,160,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=160
bank islam,24 December 2018,Productive and fun with dynamic environment,"My position assigned me to make sales of banking products. Everyday, My team and I plan sales diary and apply it. Every morning I have to distribute flyers, sales call, open booth, talk, or any activities that lead to meet potential customer. I love to work in variety environment. I also love sport activities in my workplace. In my opinion, the best management must have good leadership to lead fresher and excellent work in a team. The hardest job, if I got any assignment from superior by not too clear objective of the job.",4,Personal Financial Executive,Bukit Jelutong,current,4,4,3,4,4,,,3,40,https://malaysia.indeed.com/cmp/Bank-Islam/reviews?start=40
RHB Bank Berhad,24 December 2018,no life balance,'- working more than 12 hours without OT - Good place to earn knowledge on banking line - workplace is good - no life balance because need to work until 9 pm and more also on weekend.,3,Collection Executive (Mortgage),Kuala Lumpur,former,2,3,3,2,3,,,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
maybank,16 December 2018,Productive and fun workplace.,"'- Learning about financial services for example loan, insurance, saving account, etc. - The learning outlines are targeted for the roles in frontline as well as customer facing. - Can work as a part of team and exchange idea among manager and employee.",5,SL1M Trainee,Petaling Jaya,current,4,4,4,4,4,,,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
maybank,12 December 2018,Good environment good teamwork,Enjoyed experience of work place working with motivated colleagues. Management and colleagues are so supportive. The hardest part of the job was having to struggle to achieve monthly target with the recycle leads produced by management. There is no work life balance if didn't not achieve target on that month. You will be lectured to hit sales from different embarrassed ways.,3,Sales executive,Malaysia,former,1,3,3,4,5,Good environment and staff benefits,Target target target,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
Cimb-Group,11 December 2018,Fun working place.,They provide pantry at each level. We can access the gym anytime so we can exercise before or after working hours. Friendly working environment. I am really enjoy working at the company. Just that I was only an employee under recruit firm makes me sad.,5,BANK OFFICER,KL Sentral,former,5,3,4,4,4,,,9,160,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=160
Cimb-Group,9 December 2018,Poor management,"Long working hours to meet deadlines, days in lieu of extra hours worked are not given. There is no cohesion between departments as the management team's focus is to meet their individual targets and not the company as a whole. Political infighting.",2,Assistan VP,Kuala Lumpur,former,1,3,3,1,1,,,9,160,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=160
Cimb-Group,30 November 2018,comfortable workplace and helping each other,"Work at CIMB, give me experince about handel cash etc, and also about how to attend customer . Also update and learn about system that always give us chance to learn new thing.",5,Clerical,Gua Musang,current,5,5,5,5,5,"Ot and claim travel include breakfast, lunch, dinner, toll",Healtcare insurance coverage,9,160,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=160
maybank,27 November 2018,Very good company,one of the top bank in south asia. big company that u should fight to work with them. Job opportunities less as they start doing digital banking. Learn a lot from this company,5,CONTRACT STAFF,SENAI,former,5,5,5,5,5,,,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
maybank,25 November 2018,Amazing employer,"Have been working for more than 15 years, was a great experience in various section from processing loan application, marketing, reviewing and monitoring loan portfolio, system administration, customer service for internal and external, including managing business report.",4,Account Officer,Bangsar,former,4,5,4,4,4,Excellent staffs welfare & benefits,Internal management birocracy,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
maybank,21 November 2018,poor work culture,as u know maybank give their employee very good benefits but their senior staff are so cocky.rotation shift are boring with less of support.no bonding like u are working alone.mostly workers can stand 2-3months,3,Customer Service Executive,Bukit Jelutong,former,3,5,3,3,2,benefits and salary,poor bonding and support,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
Cimb-Group,20 November 2018,Condusive working environment,"I have learned a lot of new knowledge while working here, especially on how banking organization works. I learn about how to deal with customers properly, what we should reacts when facing cranky customers, and this position teach me about how to be a patience person. In term of working facilities, it is very good. All prominent things are provided such as there are complete equipment in pantry rest room also provided. The working culture is superb because everyone focus on their task because they have their target that the should be done daily and we always stay back after normal working hour everyday. Moreover, the hardest part of this job is we need to push customers to pay their debt and the do not have the money and we have to come up with the solutions for them. the most enjoyable part is by the time we hit the target and we can enjoy the incentives.",3,Negotiator Officer,Kuala Lumpur,current,4,3,2,3,4,Good Salary,Contract basis position,9,160,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=160
Public-Bank-Berhad,16 November 2018,Good company,"It is great to work with Public Bank if you have a good Branch Manager. Staff benefits are excellent. Contractual bonus, sufficient annual leave, good working environment.",4,Teller,Kl Sentral,former,3,5,4,2,2,Year end bonus,Stingy branch manager,10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
United Overseas Bank,16 November 2018,Productive and multitasking,"A typical day working in this company is busy. What I learned from this job is how to multitask and a lot of exposure to financing and banking industry. Now I know a lot more about how banking works, what to do and what not to do.",4,Customer Service Representative (Senior Officer),Kuala Lumpur,former,3,5,4,3,3,,,4,60,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=60
Cimb-Group,14 November 2018,"Productive and enjoyable with gym room, zumba class",Make a call everyday to remind customer. Learn about customer behavior. Very good management with nice workplace culture. Hard to achieve KPI every month.,5,EXECUTIVE NEGOTIATOR,Kuala Lumpur,current,5,5,5,5,5,,Short brakes.,9,160,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=160
Cimb-Group,11 November 2018,Flexible Work with Mobile sales at Shopping Complex,"Following normal 5 days working with follow shopping complex working hours 11am to 8pm. advantages a lot about loan processing, procedures, contacts of bankers and certificates, benefits training, good relationship with the customer. Strict management always reminding and follow up our each every activity. The friendly boss always helps to the case. The hardest part is we can't promise to customers to loan approval.",4,Personal Finance Advisor,Penang,former,4,3,4,4,5,dinner,emergency leaves,9,160,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=160
Cimb-Group,11 November 2018,Working culture is fun,Its an 8.30 am to 5.45 am working hours. In CIMB iI have learned all the working should be detailed as possible. Their management was the best and working culture was ok. The hardest part of this job was to keep the data accurate before submitting it to the respective person in charge. The most enjoyable part of this job is I got the chance to work with the director directly.,4,Management Trainee (SL1M),Kuala Lumpur,former,4,3,3,4,4,,,9,160,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=160
maybank,31 October 2018,First experience in Automation Testing,"Despite we learn the new tools by our own, It making me develop myself with pure effort where I'll constantly looking for new resources available via the internet. I must say that the team had successfully delivered the project despite being the ""experiment"" team to use a new open source tool, Katalon, to automate the regression test.",4,Automation Tester,Kuala Lumpur,former,4,4,4,4,4,,,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
Cimb-Group,30 October 2018,"Working as an Assistant Manager with CIMB Bank, Malaysia from Dec. 2015 to Till Date","Working as an Assistant Manager with CIMB Bank, Malaysia from Dec. 2015 to Till Date We are supporting various modules for various locations like Deposits, Loan/ ATM /CIF. Below is the list of Deliveries(module/Country)",3,"Deposits, Host",Kuala Lumpur,former,3,3,3,3,3,Contract,contract,9,160,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=160
Cimb-Group,30 October 2018,It is an okay place to work at,The fun part comes from the colleagues you work with. Not a very good compensation from the organization. Get to meet lots of different people from various department.,3,Personal Financial Apprentice,Malaysia,former,3,2,3,2,3,,,9,160,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=160
maybank,30 October 2018,It is an okay place to work at,The fun part comes from the colleagues you work with. Good compensation. Get to meet lots of different people from various places. Need to work alone most of the time.,4,Mortgage Specialist,Malaysia,former,4,3,3,3,3,,,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
United Overseas Bank,30 October 2018,Requirement from BNM for all participating JomPAY banks to allow their ATM’s to perform JomPAY bill payment .,Requirement from BNM for all participating JomPAY banks to allow their ATM’s to perform JomPAY bill payment . We Create five New Auxiliary Txn Code to support Jompay payment including TLTX Para setup for debit and credit leg and develop new program to print daily and monthly jompay payment report . FTP para setup to transfer all report to user location folder for verification.,3,Developer/Analyst,kuala lumpur,former,3,3,3,3,3,contract,contract,4,60,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=60
Public-Bank-Berhad,28 October 2018,Good benefits & friendly colleagues,Remuneration package among the best in the industry. Average 5 months bonus. Annual increment is very decent. Attractive staff rates for housing and car loan.,4,Senior Financial Executive,Kuala Lumpur,former,2,5,4,4,4,Good bonus each year,Long working hours,10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
Public-Bank-Berhad,27 October 2018,Stressful work environment but the reward/benefits given are great,"During my tenure at Public Bank, I am part of Hire Purchase Credit Processing HP Centre. With team of 10 Officers, each of us need to process an average of 10 cases per day and was given 3 days to submit a decision whether the customer submission approved or rejected. It's very stressful as the pace of new case submission was very fast and It need me to go back home late everyday. Different department has different challenges. Like Housing Loan Department are less stressful as officer part only on customer credit evaluation. The rest will be done by panel lawyer as it involves government agencies. For Frontline Counter they are facing Queue Management System (QMS) which HQ will track how many customers are waiting for their number to be call in more than 2 minutes. But the best part in Public Bank, of course the bonus and ex-gratia. The management are good in taking care staff welfare. Medical benefit are given to staff and their families, 2 months bonus are given to all staff every year and in addition special ex-gratia based on staff performance up to 5 months and low interest rate 0% - 2% for staff housing loan. Overall, although work environment are stressful but working in Public Bank build my personality in terms of work wise fast and accurate, customer handling and evaluation, useful experience, etc",5,Senior Executive,Public Bank Taman Molek HP Centre JB,former,3,5,4,4,3,"Medical Benefits, Staff Housing Loan, Bonus/Ex-gratia",Work Loading,10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
Cimb-Group,22 October 2018,Very discipline but fun working environment,Working with CIMB Bank makes me more aware about the financial industries perhaps due to quality and consistent training provided by the bank. The discipline but fun working culture adapted by the bank makes staff hard to think about leaving the Company. Conclusion CIMB Bank as a second largest bank in Malaysia has projected a very good image of Financial Institution of Malaysia,4,Credit Admin Ofdicer,Georgetown Penang,former,4,4,5,4,4,Fun working environment,No longer focus for internal sports nand recreation,9,160,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=160
Public-Bank-Berhad,16 October 2018,Largest Local Bank,"Totalyy a different way of working, as this follow the Local way on culture and mix only local people and working across with State in Malaysia and understanding their Culture",5,Operations Control & Inspection Audit Clerk,Kuala Lumpur,former,5,5,5,5,5,,,10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
RHB Bank Berhad,15 October 2018,Good advancement for career and base for learning,RHB Bank is one of the leading bank for the employee who wish to start their career in financial sector. The Bank provide the staff a good platform in corporate world especially in financial discipline. The workplace culture is god and convenient. The hardest part of the job is when you have to settle all the urgent and important matters at once. The most enjoyable part of the job is that you are being appreciated and satisfied that all the job will be done in due process and also chance to learn from the other stakeholder or businesses.,4,"Associate, Industrial Relations",Kuala Lumpur,current,4,3,3,3,3,Good learning culture,N/a,8,140,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=140
maybank,14 October 2018,Teamwork and good environment,What i have learn from there is : - take seriously on our task and try completing the task before deadline -help each other’s - pantual on attendance - Working culture fun - last thing the most im enjoyable at there is management alwyas have a plan for our department go outing,3,Executive,Bangsar kuala lumpur,former,3,3,3,3,3,Free lunch,Office hour,9,160,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=160
Public-Bank-Berhad,14 October 2018,hassle workplace,"I enjoy working here because i get many benefits such as spectacles allowance that can be claimed annually, year end bonuses and full medical claim. But, working as bank teller is quite challenging because you need to fulfill customer needs but at the same time you need follow guidelines. Nevertheless, a lot of things we can learn about finance.",2,Bank Teller,"Raub, Pahang, MALAYSIA",current,3,4,4,3,4,"Cost of Living Allowance, spectacles allowance, bonuses, full medical benefit",management,10,180,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=180
